ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10307.0,22.0,100.0,9.0,2692.8,10/14/2004 0:00,Shipped,4.0,10.0,2004.0,Classic Cars,136.0,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,usa,,Cervantes,Francisca,Small
10289.0$,38.0$,100.0$,2.0,4567.98,9/3/2004 0:00,Shipped,3.0,9.0,2004.0,Vintage Cars,102.0,S18_1342,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10280.0,20.0,28.88,12.0,577.6,8/17/2004 0:00,Shipped,3.0,8.0,2004.0,Vintage Cars,33.0,S24_1937,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10338.0,41.0,100.0,1.0,5624.79,11/22/2004 0:00,Shipped,4.0,11.0,2004.0,Planes,157.0,S18_1662,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,usa,EMEA,Cartrain,Pascale,Medium
10149.0,34.0,100.0,11.0,5375.4,9/12/2003 0:00,Shipped,3.0,9.0,2003.0,Vintage Cars,170.0,S18_1749,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium
10324.0,26.0,58.38,7.0,1517.88,11/5/2004 0:00,Shipped,4.0,11.0,2004.0,Trucks and Buses,118.0,S12_4473,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Small
10281.0,27.0,85.98,11.0,2321.46,8/19/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,101.0,S700_2824,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,usa,,Yu,Kyung,Small
,,,,,,,,,,,,,,,,,,,,Usa ,,,,
10180.0,28.0,68.55,14.0,1919.4,11/11/2003 0:00,Shipped,4.0,11.0,2003.0,Motorcycles,76.0,S24_2000,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10419.0,38.0,100.0,5.0,4464.24,5/17/2005 0:00,Shipped,2.0,5.0,2005.0,Classic Cars,141.0,S18_1129,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10206.0,34.0,100.0,5.0,3966.78,12/5/2003 0:00,Shipped,4.0,12.0,2003.0,Trucks and Buses,116.0,S18_1097,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium
10142.0,22.0,97.81,10.0,2151.82,8/8/2003 0:00,Shipped,3.0,8.0,2003.0,Trains,100.0,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,???,CA,97562,Usa ,,Nelson,Valarie,Small
10143.0,27.0,60.97,8.0,1646.19,8/10/2003 0:00,Shipped,3.0,8.0,2003.0,Planes,68.0,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small
10149.0,30.0,58.22,3.0,1746.6,9/12/2003 0:00,Shipped,3.0,9.0,2003.0,Vintage Cars,53.0,S18_1367,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,usa,,Taylor,Sue,Small
521250.0$,4850.0$,5000.0$,4.0,3778.8,8/20/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,173.0,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,Usa ,,Nelson,Valarie,Medium
10283.0,38.0,89.38,11.0,3396.44,8/20/2004 0:00,Shipped,3.0,8.0,2004.0,Ships,99.0,S700_3962,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,usa,,Lincoln,Elizabeth,Medium
10100.0,22.0,86.51,4.0,1903.22,1/6/2003 0:00,Shipped,1.0,1.0,2003.0,Vintage Cars,92.0,S18_4409,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,usa,,Young,Valarie,Small
10424.0,26.0,59.87,4.0,1556.62,5/31/2005 0:00,In Process,2.0,5.0,2005.0,Vintage Cars,50.0,S18_4668,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
,,,,,,,,,,,,,,,,,,,,,,,,
10140.0,47.0,100.0,1.0,5105.14,7/24/2003 0:00,Shipped,3.0,7.0,2003.0,Trucks and Buses,127.0,S24_2300,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
10420.0,45.0,100.0,2.0,4977.0,5/29/2005 0:00,In Process,2.0,5.0,2005.0,Vintage Cars,127.0,S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,???,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10322.0,41.0,57.68,5.0,2364.88,11/4/2004 0:00,Shipped,4.0,11.0,2004.0,Vintage Cars,53.0,S18_1367,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,???,NH,62005,USA,,Young,Valarie,Small
10204.0,29.0,85.59,5.0,2482.11,12/2/2003 0:00,Shipped,4.0,12.0,2003.0,Vintage Cars,92.0,S18_4409,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,usa,,Young,Jeff,Small
10271.0,50.0,100.0,4.0,9169.0,7/20/2004 0:00,Shipped,3.0,7.0,2004.0,Classic Cars,163.0,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large
,,,,,,,,,,,,,,,,,,,,Usa ,,,,
10353.0,27.0,100.0,1.0,3515.67,12/4/2004 0:00,Shipped,4.0,12.0,2004.0,Planes,84.0,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,usa,,Lewis,Dan,Medium
10276.0,33.0,50.36,9.0,1661.88,8/2/2004 0:00,Shipped,3.0,8.0,2004.0,Motorcycles,62.0,S18_3782,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,Usa ,,Barajas,Miguel,Small
10316.0,34.0,82.21,4.0,2795.14,11/1/2004 0:00,Shipped,4.0,11.0,2004.0,Planes,91.0,S700_1691,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Usa ,EMEA,Bennett,Helen,Small
10165.0,48.0,45.99,14.0,2207.52,10/22/2003 0:00,Shipped,4.0,10.0,2003.0,Trucks and Buses,54.0,S32_2509,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10324.0,30.0,100.0,9.0,3338.1,11/5/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,35.0,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,???,NY,10022,USA,,Frick,Michael,Medium
10148.0,34.0,100.0,3.0,4392.12,9/11/2003 0:00,Shipped,3.0,9.0,2003.0,Classic Cars,117.0,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,???,NSW,2060,usa,APAC,O'Hara,Anna,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10238.0,28.0,100.0,3.0,5774.72,4/9/2004 0:00,Shipped,2.0,4.0,2004.0,Classic Cars,194.0,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10280.0,45.0,47.49,11.0,2137.05,8/17/2004 0:00,Shipped,3.0,8.0,2004.0,Vintage Cars,44.0,S24_2022,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,usa,EMEA,Accorti,Paolo,Small
10310.0,27.0,80.41,13.0,2171.07,10/16/2004 0:00,Shipped,4.0,10.0,2004.0,Classic Cars,80.0,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,???,,50739,usa,EMEA,Pfalzheim,Henriette,Small
10120.0$,47.0$,82.21$,13.0,3863.87,4/29/2003 0:00,Shipped,2.0,4.0,2003.0,Planes,91.0,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,usa,APAC,Ferguson,Peter,Medium
10407.0,59.0,98.65,5.0,5820.35,4/22/2005 0:00,On Hold,2.0,4.0,2005.0,Classic Cars,117.0,S24_2887,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
10308.0,39.0,68.11,15.0,2656.29,10/15/2004 0:00,Shipped,4.0,10.0,2004.0,Planes,74.0,S700_4002,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,usa,,Frick,Steve,Small
,,,,,,,,,,,,,,,,,,,,Usa ,,,,
10316.0,48.0,75.2,5.0,3609.6,11/1/2004 0:00,Shipped,4.0,11.0,2004.0,Planes,80.0,S700_3167,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Usa ,EMEA,Bennett,Helen,Medium
10419.0,12.0,100.0,13.0,1961.28,5/17/2005 0:00,Shipped,2.0,5.0,2005.0,Classic Cars,194.0,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10280.0,33.0,41.85,14.0,1381.05,8/17/2004 0:00,Shipped,3.0,8.0,2004.0,Vintage Cars,41.0,S24_3969,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,???,,10100,Italy,EMEA,Accorti,Paolo,Small
10178.0$,27.0$,73.64$,6.0,1988.28,11/8/2003 0:00,Shipped,4.0,11.0,2003.0,Vintage Cars,65.0,S24_3420,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
10210.0,43.0,41.02,11.0,1763.86,1/12/2004 0:00,Shipped,1.0,1.0,2004.0,Vintage Cars,43.0,S50_1341,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,usa,Japan,Kentary,Mory,Small
10184.0,46.0,100.0,13.0,4607.36,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Trucks and Buses,96.0,S32_1268,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium
10212.0$,45.0$,53.33$,5.0,2399.85,1/16/2004 0:00,Shipped,1.0,1.0,2004.0,Classic Cars,50.0,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,usa,EMEA,Freyre,Diego,Small
10362.0,22.0,100.0,4.0,3664.1,1/5/2005 0:00,Shipped,1.0,1.0,2005.0,Motorcycles,193.0,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,usa,,Hirano,Juri,Medium
10114.0,41.0,100.0,9.0,4815.45,4/1/2003 0:00,Shipped,2.0,4.0,2003.0,Trucks and Buses,121.0,S18_4600,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10339.0$,27.0$,100.0$,2.0,2810.7,11/23/2004 0:00,Shipped,4.0,11.0,2004.0,Planes,84.0,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10310.0,48.0,100.0,3.0,8940.96,10/16/2004 0:00,Shipped,4.0,10.0,2004.0,Classic Cars,169.0,S18_3232,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Large
10272.0,43.0,56.82,4.0,2443.26,7/20/2004 0:00,Shipped,3.0,7.0,2004.0,Trains,58.0,S50_1514,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Small
10334.0$,34.0$,61.38$,1.0,2086.92,11/19/2004 0:00,On Hold,4.0,11.0,2004.0,Trucks and Buses,60.0,S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10390.0,36.0,93.77,14.0,3375.72,3/4/2005 0:00,Shipped,1.0,3.0,2005.0,Classic Cars,141.0,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,Usa ,,Nelson,Valarie,Medium
10312.0,31.0,35.29,15.0,1093.99,10/21/2004 0:00,Shipped,4.0,10.0,2004.0,Vintage Cars,41.0,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,???,CA,97562,USA,,Nelson,Valarie,Small
10366.0,34.0,100.0,1.0,6275.72,1/10/2005 0:00,Shipped,1.0,1.0,2005.0,Classic Cars,169.0,S18_3232,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,usa,EMEA,Cartrain,Pascale,Medium
10113.0,23.0,68.52,1.0,1575.96,3/26/2003 0:00,Shipped,1.0,3.0,2003.0,Trucks and Buses,64.0,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
10223.0$,37.0$,100.0$,1.0,3965.66,2/20/2004 0:00,Shipped,1.0,2.0,2004.0,Motorcycles,95.0,S10_1678,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10250.0,40.0,75.06,13.0,3002.4,5/11/2004 0:00,Shipped,2.0,5.0,2004.0,Planes,68.0,S24_3949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
10106.0,39.0,40.15,6.0,1565.85,2/17/2003 0:00,Shipped,1.0,2.0,2003.0,Vintage Cars,43.0,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,usa,EMEA,Rovelli,Giovanni,Small
10183.0$,21.0$,100.0$,2.0,2441.04,11/13/2003 0:00,Shipped,4.0,11.0,2003.0,Trucks and Buses,121.0,S18_4600,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,Usa ,,Cervantes,Francisca,Small
10149.0$,24.0$,62.36$,10.0,1496.64,9/12/2003 0:00,Shipped,3.0,9.0,2003.0,Vintage Cars,60.0,S18_2248,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,usa,,Taylor,Sue,Small
,,,,,,,,,,,,,,,,,,,,,,,,
10371.0$,28.0$,50.32$,9.0,1408.96,1/23/2005 0:00,Shipped,1.0,1.0,2005.0,Classic Cars,118.0,S24_4048,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
10214.0,21.0,62.96,6.0,1322.16,1/26/2004 0:00,Shipped,1.0,1.0,2004.0,Vintage Cars,60.0,S18_2248,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
10143.0,31.0,85.29,16.0,2643.99,8/10/2003 0:00,Shipped,3.0,8.0,2003.0,Ships,72.0,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small
10269.0,32.0,63.08,1.0,2018.56,7/16/2004 0:00,Shipped,3.0,7.0,2004.0,Vintage Cars,62.0,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10352.0,22.0,75.51,1.0,1661.22,12/3/2004 0:00,Shipped,4.0,12.0,2004.0,Planes,74.0,S700_4002,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Small
10282.0$,43.0$,100.0$,1.0,6695.53,8/20/2004 0:00,Shipped,3.0,8.0,2004.0,Vintage Cars,136.0,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,???,CA,97562,USA,,Nelson,Valarie,Medium
10149.0,23.0,100.0,5.0,4230.62,9/12/2003 0:00,Shipped,3.0,9.0,2003.0,Vintage Cars,168.0,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,usa,,Taylor,Sue,Medium
10411.0,40.0,100.0,6.0,6232.0,5/1/2005 0:00,Shipped,2.0,5.0,2005.0,Trucks and Buses,136.0,S12_1666,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium
10312.0,32.0,100.0,2.0,4181.44,10/21/2004 0:00,Shipped,4.0,10.0,2004.0,Trucks and Buses,116.0,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
10377.0,36.0,100.0,6.0,4352.76,2/9/2005 0:00,Shipped,1.0,2.0,2005.0,Classic Cars,142.0,S18_1984,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,usa,EMEA,Karttunen,Matti,Medium
10407.0,43.0,86.73,9.0,3729.39,4/22/2005 0:00,On Hold,2.0,4.0,2005.0,Classic Cars,107.0,S24_3432,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
10357.0$,39.0$,98.0$,1.0,3822.0,12/10/2004 0:00,Shipped,4.0,12.0,2004.0,Trucks and Buses,116.0,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
10142.0,42.0,49.79,14.0,2091.18,8/8/2003 0:00,Shipped,3.0,8.0,2003.0,Trains,58.0,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,usa,,Nelson,Valarie,Small
10245.0,38.0,100.0,6.0,5920.4,5/4/2004 0:00,Shipped,2.0,5.0,2004.0,Trucks and Buses,136.0,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium
10170.0,47.0,100.0,4.0,5464.69,11/4/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,117.0,S12_3380,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,usa,EMEA,Mendel,Roland,Medium
10250.0,27.0,98.84,4.0,2668.68,5/11/2004 0:00,Shipped,2.0,5.0,2004.0,Planes,84.0,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,???,CA,94217,USA,,Frick,Sue,Small
10318.0$,50.0$,100.0$,8.0,7119.0,11/2/2004 0:00,Shipped,4.0,11.0,2004.0,Planes,118.0,S700_2834,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Large
10278.0,42.0,100.0,7.0,6401.22,8/6/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,169.0,S18_3232,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Medium
10252.0,41.0,100.0,1.0,6749.83,5/26/2004 0:00,Shipped,2.0,5.0,2004.0,Classic Cars,146.0,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10219.0,48.0,100.0,2.0,4891.68,2/10/2004 0:00,Shipped,1.0,2.0,2004.0,Trucks and Buses,118.0,S12_4473,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,Usa ,,Taylor,Sue,Medium
10339.0,29.0,99.69,14.0,2891.01,11/23/2004 0:00,Shipped,4.0,11.0,2004.0,Vintage Cars,65.0,S24_3420,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
,,,,,,,,,,,,,,,,,,,,,,,,
10171.0,35.0,100.0,2.0,4508.0,11/5/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,141.0,S18_1129,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium
10312.0,25.0,100.0,11.0,3881.25,10/21/2004 0:00,Shipped,4.0,10.0,2004.0,Vintage Cars,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
10279.0,48.0,100.0,6.0,6168.0,8/9/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,107.0,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10210.0,40.0,71.0,8.0,2840.0,1/12/2004 0:00,Shipped,1.0,1.0,2004.0,Planes,72.0,S24_4278,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10344.0,26.0,63.43,5.0,1649.18,11/25/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,71.0,S18_4933,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10281.0,29.0,57.73,7.0,1674.17,8/19/2004 0:00,Shipped,3.0,8.0,2004.0,Trucks and Buses,60.0,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,Usa ,,Yu,Kyung,Small
10110.0,27.0,73.62,12.0,1987.74,3/18/2003 0:00,Shipped,1.0,3.0,2003.0,Classic Cars,85.0,S24_3191,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10312.0$,33.0$,100.0$,8.0,3535.95,10/21/2004 0:00,Shipped,4.0,10.0,2004.0,Vintage Cars,99.0,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10273.0,30.0,100.0,4.0,3508.8,7/21/2004 0:00,Shipped,3.0,7.0,2004.0,Classic Cars,136.0,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10225.0,37.0,95.69,12.0,3540.53,2/22/2004 0:00,Shipped,1.0,2.0,2004.0,Classic Cars,80.0,S18_3278,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10193.0$,25.0$,76.26$,16.0,1906.5,11/21/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,71.0,S18_4933,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,usa,APAC,Connery,Sean,Small
10407.0,42.0,72.65,1.0,3051.3,4/22/2005 0:00,On Hold,2.0,4.0,2005.0,Vintage Cars,60.0,S18_2248,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
10412.0,30.0,36.07,6.0,1082.1,5/3/2005 0:00,Shipped,2.0,5.0,2005.0,Classic Cars,35.0,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10148.0,25.0,60.26,6.0,1506.5,9/11/2003 0:00,Shipped,3.0,9.0,2003.0,Classic Cars,73.0,S24_1046,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,usa,APAC,O'Hara,Anna,Small
10319.0,45.0,77.29,6.0,3478.05,11/3/2004 0:00,Shipped,4.0,11.0,2004.0,Motorcycles,81.0,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Medium
10363.0,50.0,100.0,2.0,6576.5,1/6/2005 0:00,Shipped,1.0,1.0,2005.0,Motorcycles,99.0,S32_1374,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,???,,FIN-02271,usa,EMEA,Suominen,Kalle,Medium
10397.0,34.0,62.24,1.0,2116.16,3/28/2005 0:00,Shipped,1.0,3.0,2005.0,Ships,54.0,S72_3212,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
10347.0,21.0,100.0,6.0,4815.3,11/29/2004 0:00,Shipped,4.0,11.0,2004.0,Vintage Cars,168.0,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Usa ,APAC,Ferguson,Peter,Medium
10172.0,48.0,100.0,8.0,5493.12,11/5/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,141.0,S18_3685,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium
10106.0,44.0,74.4,8.0,3273.6,2/17/2003 0:00,Shipped,1.0,2.0,2003.0,Planes,80.0,S700_3167,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,usa,EMEA,Rovelli,Giovanni,Medium
10366.0,34.0,100.0,3.0,4207.84,1/10/2005 0:00,Shipped,1.0,1.0,2005.0,Classic Cars,142.0,S18_1984,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium
10423.0$,31.0$,53.72$,3.0,1665.32,5/30/2005 0:00,In Process,2.0,5.0,2005.0,Vintage Cars,62.0,S18_2957,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
,,,,,,,,,,,,,,,,,,,,usa,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
10147.0,30.0,68.58,6.0,2057.4,9/5/2003 0:00,Shipped,3.0,9.0,2003.0,Classic Cars,61.0,S24_3371,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Small
10357.0,25.0,100.0,3.0,2604.25,12/10/2004 0:00,Shipped,4.0,12.0,2004.0,Vintage Cars,99.0,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
